cruise,cast,niskin,niskin_second_cast,station,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,temperature_sampling,incubation_tank,temperature_incubation_avg,temperature_incubation_std,light_level,size_fraction,Chla,Chlad10,Chlau10,Chlad10per,Chlau10per,duration_incubation,dilution,mu_0,mu_0_std,grazing,grazing_std,mu_N,mu_N_std,iode_quality_flag
en627,23-24,10-11,11-12,L10,2019-02-04 06:43:35+00:00,2019-02-04 08:00:00+00:00,2019-02-05 08:00:00+00:00,39.9357,-70.8837,4.92,6.96,1,10.11,1.98,15%,>10&<200,2.07,0.62,1.46,0.3,0.7,1,0.17,NaN,NaN,0.29,0.13,0.24,0.21,1
en627,23-24,10-11,11-12,L10,2019-02-04 06:43:35+00:00,2019-02-04 08:00:00+00:00,2019-02-05 08:00:00+00:00,39.9357,-70.8837,4.92,6.96,1,10.11,1.98,65%,>0&<10,2.07,0.62,1.46,0.3,0.7,1,0.17,NaN,NaN,0,0,-0.46,1.42,1
en627,23-24,10-11,11-12,L10,2019-02-04 06:43:35+00:00,2019-02-04 08:00:00+00:00,2019-02-05 08:00:00+00:00,39.9357,-70.8837,4.92,6.96,1,10.11,1.98,65%,>0&<200,2.07,0.62,1.46,0.3,0.7,1,0.17,0.42,0.14,0.41,0.1,n/n,n/n,1
en627,23-24,10-11,11-12,L10,2019-02-04 06:43:35+00:00,2019-02-04 08:00:00+00:00,2019-02-05 08:00:00+00:00,39.9357,-70.8837,4.92,6.96,1,10.11,1.98,65%,>10&<200,2.07,0.62,1.46,0.3,0.7,1,0.17,NaN,NaN,0,0,0.12,0.14,1
en627,30,1-2-3-4,NA,L11,2019-02-05 06:39:33+00:00,2019-02-05 07:30:00+00:00,2019-02-06 07:30:00+00:00,39.7789,-70.886,4.89,6.47,1,8.4,1.76,65%,>0,2.4,NaN,NaN,NaN,NaN,1,0.26,-0.03,0.18,0,0,n/n,n/n,1
en627,30,1-2-3-4,NA,L11,2019-02-05 06:39:33+00:00,2019-02-05 07:30:00+00:00,2019-02-06 07:30:00+00:00,39.7789,-70.886,4.89,6.47,1,8.4,1.76,65%,>0&<200,2.4,NaN,NaN,NaN,NaN,1,0.26,NaN,NaN,0.25,0.06,0.02,0.1,1
en627,25,5-6,NA,L11,2019-02-04 12:02:14+00:00,2019-02-04 13:30:00+00:00,2019-02-05 13:30:00+00:00,39.7767,-70.8903,29.83,7.96,1,10.45,1.57,15%,>0&<10,1.5,0.31,1.19,0.21,0.79,1,0.56,NaN,NaN,0,0,0.09,0.83,3
en627,25,5-6,NA,L11,2019-02-04 12:02:14+00:00,2019-02-04 13:30:00+00:00,2019-02-05 13:30:00+00:00,39.7767,-70.8903,29.83,7.96,1,10.45,1.57,15%,>0&<200,1.5,0.31,1.19,0.21,0.79,1,0.56,0.35,0.15,NaN,NaN,n/n,n/n,3
en627,25,5-6,NA,L11,2019-02-04 12:02:14+00:00,2019-02-04 13:30:00+00:00,2019-02-05 13:30:00+00:00,39.7767,-70.8903,29.83,7.96,1,10.45,1.57,15%,>10&<200,1.5,0.31,1.19,0.21,0.79,1,0.56,NaN,NaN,0,0,0.35,0.1,3
en627,25,9-10-11,NA,L11,2019-02-04 12:05:13+00:00,2019-02-04 13:30:00+00:00,2019-02-05 13:30:00+00:00,39.7767,-70.891,4.91,7.49,1,10.45,1.57,15%,>0&<10,1.98,0.57,1.42,0.29,0.71,1,0.26,NaN,NaN,0,0,-0.3,0.29,1
en627,25,9-10-11,NA,L11,2019-02-04 12:05:13+00:00,2019-02-04 13:30:00+00:00,2019-02-05 13:30:00+00:00,39.7767,-70.891,4.91,7.49,1,10.45,1.57,15%,>0&<200,1.98,0.57,1.42,0.29,0.71,1,0.26,0.48,0.1,0.28,0.08,n/n,n/n,1
en627,25,9-10-11,NA,L11,2019-02-04 12:05:13+00:00,2019-02-04 13:30:00+00:00,2019-02-05 13:30:00+00:00,39.7767,-70.891,4.91,7.49,1,10.45,1.57,15%,>10&<200,1.98,0.57,1.42,0.29,0.71,1,0.26,NaN,NaN,0,0,0.36,0.06,1
en627,25,9-10-11,NA,L11,2019-02-04 12:05:13+00:00,2019-02-04 13:30:00+00:00,2019-02-05 13:30:00+00:00,39.7767,-70.891,4.91,7.49,1,10.45,1.57,65%,>0&<10,1.98,0.57,1.42,0.29,0.71,1,0.26,NaN,NaN,0,0,-0.26,1,1
en627,25,9-10-11,NA,L11,2019-02-04 12:05:13+00:00,2019-02-04 13:30:00+00:00,2019-02-05 13:30:00+00:00,39.7767,-70.891,4.91,7.49,1,10.45,1.57,65%,>0&<200,1.98,0.57,1.42,0.29,0.71,1,0.26,0.28,0.14,0,0,n/n,n/n,1
en627,25,9-10-11,NA,L11,2019-02-04 12:05:13+00:00,2019-02-04 13:30:00+00:00,2019-02-05 13:30:00+00:00,39.7767,-70.891,4.91,7.49,1,10.45,1.57,65%,>10&<200,1.98,0.57,1.42,0.29,0.71,1,0.26,NaN,NaN,0,0,0.21,0.17,1
en627,25,1-2,NA,L11,2019-02-04 11:59:35+00:00,2019-02-04 13:30:00+00:00,2019-02-05 13:30:00+00:00,39.7766,-70.8895,50.09,8.95,1,10.45,1.57,5%,>0&<10,1.21,0.1,1.11,0.09,0.91,1,0.54,NaN,NaN,NaN,NaN,n/n,n/n,3
en627,25,1-2,NA,L11,2019-02-04 11:59:35+00:00,2019-02-04 13:30:00+00:00,2019-02-05 13:30:00+00:00,39.7766,-70.8895,50.09,8.95,1,10.45,1.57,5%,>0&<200,1.21,0.1,1.11,0.09,0.91,1,0.54,-0,0.41,NaN,NaN,n/n,n/n,3
en627,25,1-2,NA,L11,2019-02-04 11:59:35+00:00,2019-02-04 13:30:00+00:00,2019-02-05 13:30:00+00:00,39.7766,-70.8895,50.09,8.95,1,10.45,1.57,5%,>10&<200,1.21,0.1,1.11,0.09,0.91,1,0.54,NaN,NaN,0,0,0.1,0.23,3
en644,1,20-21-22,NA,L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.1968,-70.8776,2.43,20.83,3,24.2,2,100%,>0&<10,0.59,0.38,0.21,0.64,0.36,1.08,0.24,0.21,1.29,0,0,n/n,n/n,3
en644,1,20-21-22,NA,L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.1968,-70.8776,2.43,20.83,3,24.2,2,100%,>0&<200,0.59,0.38,0.21,0.64,0.36,1.08,0.24,1.23,0.99,0,0,n/n,n/n,3
en644,1,20-21-22,NA,L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.1968,-70.8776,2.43,20.83,3,24.2,2,100%,>10&<200,0.59,0.38,0.21,0.64,0.36,1.08,0.24,3.18,1.42,1.75,0.78,n/n,n/n,3
en644,1,20-21-22,NA,L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.1968,-70.8776,2.43,20.83,3,24.2,2,15%,>0&<10,0.59,0.38,0.21,0.64,0.36,1.08,0.24,1.61,0.31,0.76,0.19,n/n,n/n,1
en644,1,20-21-22,NA,L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.1968,-70.8776,2.43,20.83,3,24.2,2,15%,>0&<200,0.59,0.38,0.21,0.64,0.36,1.08,0.24,1.38,0.71,0,0,n/n,n/n,1
en644,1,20-21-22,NA,L1,2019-08-20 19:18:27+00:00,2019-08-20 20:12:00+00:00,2019-08-21 22:10:00+00:00,41.1968,-70.8776,2.43,20.83,3,24.2,2,15%,>10&<200,0.59,0.38,0.21,0.64,0.36,1.08,0.24,1.95,0.94,0,0,n/n,n/n,1
en644,2,18-19-20,NA,L2,2019-08-21 00:48:42+00:00,2019-08-21 01:30:00+00:00,2019-08-22 00:30:00+00:00,41.0237,-70.8715,1.78,21.48,3,24.68,1.88,100%,>0&<10,0.65,0.48,0.17,0.74,0.26,0.96,0.19,1.22,0.63,0.47,0.21,2.17,0.31,3
en644,2,18-19-20,NA,L2,2019-08-21 00:48:42+00:00,2019-08-21 01:30:00+00:00,2019-08-22 00:30:00+00:00,41.0237,-70.8715,1.78,21.48,3,24.68,1.88,100%,>0&<200,0.65,0.48,0.17,0.74,0.26,0.96,0.19,0.61,0.13,0.37,0.12,2.5,0.18,3
en644,2,18-19-20,NA,L2,2019-08-21 00:48:42+00:00,2019-08-21 01:30:00+00:00,2019-08-22 00:30:00+00:00,41.0237,-70.8715,1.78,21.48,3,24.68,1.88,100%,>10&<200,0.65,0.48,0.17,0.74,0.26,0.96,0.19,0.36,0.18,0,0,2.79,0.15,3
en644,2,18-19-20,NA,L2,2019-08-21 00:48:42+00:00,2019-08-21 01:30:00+00:00,2019-08-22 00:30:00+00:00,41.0237,-70.8715,1.78,21.48,3,24.68,1.88,15%,>0&<10,0.65,0.48,0.17,0.74,0.26,0.96,0.19,2.2,0.08,1.38,0.3,3.05,0.41,1
en644,2,18-19-20,NA,L2,2019-08-21 00:48:42+00:00,2019-08-21 01:30:00+00:00,2019-08-22 00:30:00+00:00,41.0237,-70.8715,1.78,21.48,3,24.68,1.88,15%,>0&<200,0.65,0.48,0.17,0.74,0.26,0.96,0.19,1.29,0.04,0.31,0.1,2.36,0.04,1
en644,2,18-19-20,NA,L2,2019-08-21 00:48:42+00:00,2019-08-21 01:30:00+00:00,2019-08-22 00:30:00+00:00,41.0237,-70.8715,1.78,21.48,3,24.68,1.88,15%,>10&<200,0.65,0.48,0.17,0.74,0.26,0.96,0.19,1.14,0.16,0,0,2.49,0.29,1
en644,23,21-22-23,NA,L4,2019-08-24 05:35:02+00:00,2019-08-24 06:15:00+00:00,2019-08-25 04:50:00+00:00,40.698,-70.9018,3.29,24.49,1,24.11,2.6,100%,>0&<10,3.58,0.76,2.82,0.21,0.79,0.94,0.16,-4.85,11.22,0,0,n/n,n/n,3
en644,23,21-22-23,NA,L4,2019-08-24 05:35:02+00:00,2019-08-24 06:15:00+00:00,2019-08-25 04:50:00+00:00,40.698,-70.9018,3.29,24.49,1,24.11,2.6,100%,>0&<200,3.58,0.76,2.82,0.21,0.79,0.94,0.16,-0.95,0.47,0,0,n/n,n/n,3
en644,23,21-22-23,NA,L4,2019-08-24 05:35:02+00:00,2019-08-24 06:15:00+00:00,2019-08-25 04:50:00+00:00,40.698,-70.9018,3.29,24.49,1,24.11,2.6,100%,>10&<200,3.58,0.76,2.82,0.21,0.79,0.94,0.16,-0.78,0.46,0,0,n/n,n/n,3
en644,23,21-22-23,NA,L4,2019-08-24 05:35:02+00:00,2019-08-24 06:15:00+00:00,2019-08-25 04:50:00+00:00,40.698,-70.9018,3.29,24.49,1,24.11,2.6,15%,>0&<10,3.58,0.76,2.82,0.21,0.79,0.94,0.16,2.84,0.6,3.32,0.33,n/n,n/n,1
en644,23,21-22-23,NA,L4,2019-08-24 05:35:02+00:00,2019-08-24 06:15:00+00:00,2019-08-25 04:50:00+00:00,40.698,-70.9018,3.29,24.49,1,24.11,2.6,15%,>0&<200,3.58,0.76,2.82,0.21,0.79,0.94,0.16,0.03,0.14,0.2,0.05,0.27,0.08,1
en644,23,21-22-23,NA,L4,2019-08-24 05:35:02+00:00,2019-08-24 06:15:00+00:00,2019-08-25 04:50:00+00:00,40.698,-70.9018,3.29,24.49,1,24.11,2.6,15%,>10&<200,3.58,0.76,2.82,0.21,0.79,0.94,0.16,0.08,0.1,0,0,n/n,n/n,1
en644,7,20-21-22,NA,L6,2019-08-21 20:51:42+00:00,2019-08-21 21:40:00+00:00,2019-08-22 22:00:00+00:00,40.3525,-70.8744,2.33,25.08,2,27.44,1.33,100%,>0&<10,1.42,0.42,1.01,0.29,0.71,1.01,0.21,0.78,0.93,1.85,0.49,n/n,n/n,3
en644,7,20-21-22,NA,L6,2019-08-21 20:51:42+00:00,2019-08-21 21:40:00+00:00,2019-08-22 22:00:00+00:00,40.3525,-70.8744,2.33,25.08,2,27.44,1.33,100%,>0&<200,1.42,0.42,1.01,0.29,0.71,1.01,0.21,0.32,0.04,0.27,0.05,0.54,0.06,3
en644,7,20-21-22,NA,L6,2019-08-21 20:51:42+00:00,2019-08-21 21:40:00+00:00,2019-08-22 22:00:00+00:00,40.3525,-70.8744,2.33,25.08,2,27.44,1.33,100%,>10&<200,1.42,0.42,1.01,0.29,0.71,1.01,0.21,0.25,0.07,0,0,0.48,0.08,3
en644,7,20-21-22,NA,L6,2019-08-21 20:51:42+00:00,2019-08-21 21:40:00+00:00,2019-08-22 22:00:00+00:00,40.3525,-70.8744,2.33,25.08,2,27.44,1.33,15%,>0&<10,1.42,0.42,1.01,0.29,0.71,1.01,0.21,0.7,0.25,0.98,0.17,1.69,0.23,1
en644,7,20-21-22,NA,L6,2019-08-21 20:51:42+00:00,2019-08-21 21:40:00+00:00,2019-08-22 22:00:00+00:00,40.3525,-70.8744,2.33,25.08,2,27.44,1.33,15%,>0&<200,1.42,0.42,1.01,0.29,0.71,1.01,0.21,0.36,0.04,0.13,0.04,0.74,0.02,1
en644,7,20-21-22,NA,L6,2019-08-21 20:51:42+00:00,2019-08-21 21:40:00+00:00,2019-08-22 22:00:00+00:00,40.3525,-70.8744,2.33,25.08,2,27.44,1.33,15%,>10&<200,1.42,0.42,1.01,0.29,0.71,1.01,0.21,0.38,0.05,0,0,0.63,0.03,1
en644,9,21-22-23,NA,L8,2019-08-22 04:52:56+00:00,2019-08-22 06:00:00+00:00,2019-08-23 05:45:00+00:00,40.114,-70.7781,4.49,27.16,3,27.91,1.35,100%,>0&<10,0.34,0.13,0.21,0.38,0.62,0.99,0.28,0.02,0.51,NaN,NaN,0.67,0.13,3
en644,9,21-22-23,NA,L8,2019-08-22 04:52:56+00:00,2019-08-22 06:00:00+00:00,2019-08-23 05:45:00+00:00,40.114,-70.7781,4.49,27.16,3,27.91,1.35,100%,>0&<200,0.34,0.13,0.21,0.38,0.62,0.99,0.28,0.03,0.13,NaN,NaN,0.43,0.11,3
en644,9,21-22-23,NA,L8,2019-08-22 04:52:56+00:00,2019-08-22 06:00:00+00:00,2019-08-23 05:45:00+00:00,40.114,-70.7781,4.49,27.16,3,27.91,1.35,100%,>10&<200,0.34,0.13,0.21,0.38,0.62,0.99,0.28,0.53,0.14,0.35,0.12,n/n,n/n,3
en644,9,21-22-23,NA,L8,2019-08-22 04:52:56+00:00,2019-08-22 06:00:00+00:00,2019-08-23 05:45:00+00:00,40.114,-70.7781,4.49,27.16,3,27.91,1.35,15%,>0&<10,0.34,0.13,0.21,0.38,0.62,0.99,0.28,1.3,0.18,NaN,NaN,n/n,n/n,1
en644,9,21-22-23,NA,L8,2019-08-22 04:52:56+00:00,2019-08-22 06:00:00+00:00,2019-08-23 05:45:00+00:00,40.114,-70.7781,4.49,27.16,3,27.91,1.35,15%,>0&<200,0.34,0.13,0.21,0.38,0.62,0.99,0.28,0.74,0.04,NaN,NaN,0.86,0.04,1
en644,9,21-22-23,NA,L8,2019-08-22 04:52:56+00:00,2019-08-22 06:00:00+00:00,2019-08-23 05:45:00+00:00,40.114,-70.7781,4.49,27.16,3,27.91,1.35,15%,>10&<200,0.34,0.13,0.21,0.38,0.62,0.99,0.28,0.84,0.16,0.47,0.14,n/n,n/n,1
en644,13,21-22-23,NA,L10,2019-08-22 17:29:39+00:00,2019-08-22 18:00:00+00:00,2019-08-23 18:50:00+00:00,39.9342,-70.8849,2.87,27.35,2,28.01,0.65,100%,>0&<10,0.14,0.12,0.02,0.88,0.12,1.03,0.18,0.27,0.18,0,0,n/n,n/n,3
en644,13,21-22-23,NA,L10,2019-08-22 17:29:39+00:00,2019-08-22 18:00:00+00:00,2019-08-23 18:50:00+00:00,39.9342,-70.8849,2.87,27.35,2,28.01,0.65,100%,>0&<200,0.14,0.12,0.02,0.88,0.12,1.03,0.18,0.53,0.21,0.32,0.13,n/n,n/n,3
en644,13,21-22-23,NA,L10,2019-08-22 17:29:39+00:00,2019-08-22 18:00:00+00:00,2019-08-23 18:50:00+00:00,39.9342,-70.8849,2.87,27.35,2,28.01,0.65,100%,>10&<200,0.14,0.12,0.02,0.88,0.12,1.03,0.18,0.37,0.19,0,0,n/n,n/n,3
en644,13,21-22-23,NA,L10,2019-08-22 17:29:39+00:00,2019-08-22 18:00:00+00:00,2019-08-23 18:50:00+00:00,39.9342,-70.8849,2.87,27.35,2,28.01,0.65,15%,>0&<10,0.14,0.12,0.02,0.88,0.12,1.03,0.18,0.99,0.01,0,0,1.13,0.04,1
en644,13,21-22-23,NA,L10,2019-08-22 17:29:39+00:00,2019-08-22 18:00:00+00:00,2019-08-23 18:50:00+00:00,39.9342,-70.8849,2.87,27.35,2,28.01,0.65,15%,>0&<200,0.14,0.12,0.02,0.88,0.12,1.03,0.18,0.98,0.07,0,0,1.12,0.08,1
en644,13,21-22-23,NA,L10,2019-08-22 17:29:39+00:00,2019-08-22 18:00:00+00:00,2019-08-23 18:50:00+00:00,39.9342,-70.8849,2.87,27.35,2,28.01,0.65,15%,>10&<200,0.14,0.12,0.02,0.88,0.12,1.03,0.18,0.85,0.32,0,0,n/n,n/n,1
en644,17,8-12,NA,L11,2019-08-23 01:51:15+00:00,2019-08-23 03:45:00+00:00,2019-08-24 03:00:00+00:00,39.7583,-70.8775,52.14,20.69,3,26.54,1.87,5%,>0&<10,0.57,0.52,0.05,0.92,0.08,0.97,0.23,-0.1,0.05,NaN,NaN,n/n,n/n,3
en644,17,8-12,NA,L11,2019-08-23 01:51:15+00:00,2019-08-23 03:45:00+00:00,2019-08-24 03:00:00+00:00,39.7583,-70.8775,52.14,20.69,3,26.54,1.87,5%,>0&<200,0.57,0.52,0.05,0.92,0.08,0.97,0.23,-0.1,0.22,0,0,n/n,n/n,3
en644,17,8-12,NA,L11,2019-08-23 01:51:15+00:00,2019-08-23 03:45:00+00:00,2019-08-24 03:00:00+00:00,39.7583,-70.8775,52.14,20.69,3,26.54,1.87,5%,>10&<200,0.57,0.52,0.05,0.92,0.08,0.97,0.23,0.56,0.08,0,0,n/n,n/n,3
en644,17,15-17,NA,L11,2019-08-23 01:54:12+00:00,2019-08-23 03:45:00+00:00,2019-08-24 03:00:00+00:00,39.7578,-70.8772,20.05,26.81,2,26.73,1.78,15%,>0&<10,0.15,0.13,0.02,0.89,0.11,0.97,0.15,0.19,0.1,NaN,NaN,0.3,0.05,1
en644,17,15-17,NA,L11,2019-08-23 01:54:12+00:00,2019-08-23 03:45:00+00:00,2019-08-24 03:00:00+00:00,39.7578,-70.8772,20.05,26.81,2,26.73,1.78,15%,>0&<200,0.15,0.13,0.02,0.89,0.11,0.97,0.15,0.27,0.13,NaN,NaN,n/n,n/n,1
